about,accommodation,address,biodynamic,booking_required,cellar_tours,city,conference_facilities,contact,cover_image_url,created_at,currently_producing,cycling,data_source,district,email,estate_size_ha,events_venue,facebook,family_friendly,famous_for,founded_year,google_maps_url,google_rating,google_reviews,hiking,history,id,instagram,is_verified,last_verified,latitude,legal_name,linkedin,live_music,logo_url,longitude,market,name,notes,opening_hours,organic,owner,owner_user_id,pet_friendly,phone,picnic,postcode,price_range,province,rating,region,restaurant,running,slug,subscription_tier,sustainable,tasting_room,tasting_room_hours,tripadvisor,updated_at,vineyard_size_ha,ward,website_url,wedding_venue,wheelchair_access,wine_route,wine_route_id,winemaker,wo_appellation_id,youtube
Diemersfontein is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T11:18:22.762463+00:00,True,False,hemelval-research,,,,False,,False,Coffee Pinotage; Carpe Diem,1970,,,,False,,d5080c72-59cf-4783-a38f-d07909657af8,,True,,,,,False,,,False,Diemersfontein,,,False,,,False,,False,,,Western Cape,,,False,False,diemersfontein,,False,False,,,2026-08-02T12:49:13.085441+00:00,,,https://www.diemersfontein.co.za/,False,False,,,,,
Dornier is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:28:25.725963+00:00,True,False,hemelval-research,,,,False,,False,Cocoa Red; Donatus,,,,,False,,477cfc99-0b82-4be7-9a8e-25f943d18562,,True,,,,,False,,,False,Dornier,,,False,,,False,,False,,,Western Cape,,,False,False,dornier,,False,False,,,2026-08-02T12:49:29.042014+00:00,,,https://www.dornier.co.za/,False,False,,,,,
"Drostdy-Hof is a historic estate in the Tulbagh basin, a valley surrounded by mountains on three sides. The estate's Cabernet Sauvignon benefits from the basin's warm days and cool nights, producing a structured, traditional red that represents the emerging quality of the Tulbagh wine region.",False,,False,False,False,,False,,,2026-08-02T12:36:36.934448+00:00,True,False,hemelval-research,,,,False,,False,Cabernet Sauvignon; Chenin Blanc,,,,,False,,b91b1221-4673-4410-9e0e-2fab41e53290,,True,,,,,False,,,False,Drostdy-Hof Tulbagh,,,False,,,False,,False,,,Western Cape,,,False,False,tulbagh-drostdy-hof,,False,False,,,2026-08-02T12:49:47.165896+00:00,,,,False,False,,,,,
Duncan Savage is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:23:37.318227+00:00,True,False,hemelval-research,,,,False,,False,Savage Syrah; Follow the Line,,,,,False,,20457482-48ec-478a-9a8f-dfa4162f2470,,True,,,,,False,,,False,Duncan Savage,,,False,,,False,,False,,,Western Cape,,,False,False,duncan-savage,,False,False,,,2026-08-02T12:49:17.339794+00:00,,,https://www.savagewines.co.za/,False,False,,,,,
Durbanville Hills is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T11:18:22.762463+00:00,True,False,hemelval-research,,,,False,,False,Sauvignon Blanc,1998,,,,False,,239478b0-9101-4fb4-aae0-081f970a3e0f,,True,,,,,False,,,False,Durbanville Hills,,,False,,,False,,False,,,Western Cape,,,False,False,durbanville-hills,,False,False,,,2026-08-02T12:49:09.584814+00:00,,,https://www.durbanvillehills.co.za/,False,False,,,,,
Eagle's Nest is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:23:34.862996+00:00,True,False,hemelval-research,,,,False,,False,Viognier; Shiraz,1836,,,,False,,73627f42-23c9-462f-b3fa-2c34d5961378,,True,,,,,False,,,False,Eagle's Nest,,,False,,,False,,False,,,Western Cape,,,False,False,eagles-nest,,False,False,,,2026-08-02T12:49:14.912483+00:00,,,https://www.eaglesnestwines.co.za/,False,False,,,,,
Ernie Els Wines is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:28:23.575926+00:00,True,False,hemelval-research,,,,False,,False,Ernie Els Signature,,,,,False,,7de555e6-72cd-431a-8a47-95536fbe6234,,True,,,,,False,,,False,Ernie Els Wines,,,False,,,False,,False,,,Western Cape,,,False,False,ernie-els,,False,False,,,2026-08-02T12:49:26.283018+00:00,,,https://www.ernieelswines.com/,False,False,,,,,
Fairview is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T11:18:22.762463+00:00,True,False,hemelval-research,,,,False,,False,Pinotage; Shiraz; artisanal cheese,1693,,,,False,,f1b4493d-8ad0-4340-a048-e466ac797c2c,,True,,,,,False,,,False,Fairview,,,False,,,False,,False,,,Western Cape,,,False,False,fairview,,False,False,,,2026-08-02T12:49:09.271328+00:00,,,https://www.fairview.co.za/,False,False,,,,,
"Flagstone Wines was founded with a creative, literary approach to winemaking — each back label tells a story. Now part of Constellation Brands, the range includes the popular Writer's Block Chenin Blanc and Dragon Tree red blend, known for their accessibility, consistency, and distinctive packaging.",False,,False,False,False,,False,,,2026-08-02T12:36:28.12332+00:00,True,False,hemelval-research,,,,False,,False,Dragon Tree; Writer's Block,,,,,False,,5ec997ba-fc6c-457a-a5f4-d4cd2685bb8a,,True,,,,,False,,,False,Flagstone,,,False,,,False,,False,,,Western Cape,,,False,False,flagstone,,False,False,,,2026-08-02T12:49:38.249152+00:00,,,https://www.flagstonewines.co.za/,False,False,,,,,
"Flagstone's Writer's Block is a creative-label range within the Flagstone portfolio, known for its literary back labels and accessible, fruit-forward style. The Chenin Blanc is fresh, fruity, and widely available — a dependable everyday white at a fair price.",False,,False,False,False,,False,,,2026-08-02T12:36:38.434046+00:00,True,False,hemelval-research,,,,False,,False,Writer's Block Chenin,,,,,False,,2f5bebef-0b30-49bb-a698-bc8d759dba7b,,True,,,,,False,,,False,Flagstone Writer's Block,,,False,,,False,,False,,,Western Cape,,,False,False,flagstone-writers-block,,False,False,,,2026-08-02T12:49:48.731615+00:00,,,,False,False,,,,,
Franschhoek Cellar is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:28:29.156762+00:00,True,False,hemelval-research,,,,False,,False,Value wines; Cabernet Sauvignon,,,,,False,,1b770853-3ae3-4de7-9e01-a1a5f0132a7c,,True,,,,,False,,,False,Franschhoek Cellar,,,False,,,False,,False,,,Western Cape,,,False,False,franschhoek-cellar,,False,False,,,2026-08-02T12:49:31.504589+00:00,,,https://www.franschhoekcellar.co.za/,False,False,,,,,
Ghost Corner is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:29:04.417328+00:00,True,False,hemelval-research,,,,False,,False,Sauvignon Blanc; Semillon,,,,,False,,493e0ff4-7228-457e-a132-e8ecb31853b8,,True,,,,,False,,,False,Ghost Corner,,,False,,,False,,False,,,Western Cape,,,False,False,ghost-corner,,False,False,,,2026-08-02T12:49:34.567085+00:00,,,,False,False,,,,,
Glen Carlou is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:25:03.009825+00:00,True,False,hemelval-research,,,,False,,False,Chardonnay; Grand Classique,,,,,False,,5d748fdb-f925-40f3-b7c8-e5ead3f0b246,,True,,,,,False,,,False,Glen Carlou,,,False,,,False,,False,,,Western Cape,,,False,False,glen-carlou,,False,False,,,2026-08-02T12:49:23.818904+00:00,,,https://www.glencarlou.co.za/,False,False,,,,,
Glenelly is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:28:26.014991+00:00,True,False,hemelval-research,,,,False,,False,Glass Collection; Grand Vin,,,,,False,,a05470fd-c1c1-4e37-b1c2-61cfb109d1ef,,True,,,,,False,,,False,Glenelly,,,False,,,False,,False,,,Western Cape,,,False,False,glenelly,,False,False,,,2026-08-02T12:49:29.380978+00:00,,,https://www.glenelly.com/,False,False,,,,,
"Goudini Wines is a co-operative in the Worcester valley producing simple, dependable wines at some of the lowest price points in SA wine. Their Chenin Blanc is a workhorse white that appears on tables across the country — honest, fresh, and affordable.",False,,False,False,False,,False,,,2026-08-02T12:36:35.407975+00:00,True,False,hemelval-research,,,,False,,False,Value wines; Chenin Blanc,,,,,False,,05080cba-e7b0-4b8f-8155-dfdd40ecdd7d,,True,,,,,False,,,False,Goudini Wines,,,False,,,False,,False,,,Western Cape,,,False,False,worcester-goudini,,False,False,,,2026-08-02T12:49:45.599928+00:00,,,,False,False,,,,,
Graham Beck is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T11:18:22.762463+00:00,True,False,hemelval-research,,,,False,,False,MCC Brut; MCC Rosé,1983,,,,False,,62cd0c43-b416-4294-bc9d-7dc5209d8bc7,,True,,,,,False,,,False,Graham Beck,,,False,,,False,,False,,,Western Cape,,,False,False,graham-beck,,False,False,,,2026-08-02T12:49:05.546168+00:00,,,https://grahambeck.com/,False,False,,,,,
Grande Provence is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:28:26.619998+00:00,True,False,hemelval-research,,,,False,,False,Chardonnay; Shiraz,1694,,,,False,,45e5551d-6c61-4a31-a035-9f4ee9c0355e,,True,,,,,False,,,False,Grande Provence,,,False,,,False,,False,,,Western Cape,,,False,False,grande-provence,,False,False,,,2026-08-02T12:49:29.975983+00:00,,,https://www.grandeprovence.co.za/,False,False,,,,,
"Groenekloof is a ward within the Darling district that has become one of SA's premium Sauvignon Blanc sources. The decomposed granite soils and cool coastal breezes give the wines a distinctive structure and flinty minerality, setting Groenekloof Sauvignon apart from other SA regions.",False,,False,False,False,,False,,,2026-08-02T12:36:39.361302+00:00,True,False,hemelval-research,,,,False,,False,Sauvignon Blanc,,,,,False,,16b1110e-8876-4e7e-bf34-9316a5baa815,,True,,,,,False,,,False,Groenekloof,,,False,,,False,,False,,,Western Cape,,,False,False,groenekloof,,False,False,,,2026-08-02T12:49:49.83952+00:00,,,,False,False,,,,,
Groot Constantia is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:23:32.706635+00:00,True,False,hemelval-research,,,,False,,False,Gouverneurs Reserve red; historic Cape Dutch manor,1685,,,,False,,7a0ee8da-b905-4772-a5fd-ad326ce8b488,,True,,,,,False,,,False,Groot Constantia,,,False,,,False,,False,,,Western Cape,,,False,False,groot-constantia,,False,False,,,2026-08-02T12:49:13.380745+00:00,,,https://grootconstantia.co.za/,False,False,,,,,
"Guardian Peak is the Lomax family's estate on the foothills of the Helderberg, focused on Rhône varieties — particularly Shiraz. The estate offers one of the Winelands' best-value serious Shirazes, with fruit sourced from mature vineyards on the warmer, north-facing slopes.",False,,False,False,False,,False,,,2026-08-02T12:36:28.429074+00:00,True,False,hemelval-research,,,,False,,False,Shiraz; Cabernet Sauvignon,,,,,False,,275c4387-7288-4995-b210-edf4c10d9174,,True,,,,,False,,,False,Guardian Peak,,,False,,,False,,False,,,Western Cape,,,False,False,guardian-peak,,False,False,,,2026-08-02T12:49:38.55968+00:00,,,https://www.guardianpeak.co.za/,False,False,,,,,
Hamilton Russell Vineyards is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T11:10:41.898427+00:00,True,False,hemelval-research,,,,False,,False,Pinot Noir; Chardonnay,1975,,,,False,,d9dbc565-9c18-42da-a329-5a630dc0d292,,True,,,,,False,,,False,Hamilton Russell Vineyards,,,False,,,False,,False,,,Western Cape,,,False,False,hamilton-russell,,False,False,,,2026-08-02T12:49:04.93398+00:00,,,https://hamiltonrussellvineyards.com/,False,False,,,,,
Hartenberg is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:24:58.938485+00:00,True,False,hemelval-research,,,,False,,False,Shiraz; Rhine Riesling; Chardonnay,1692,,,,False,,a133cdaf-d96c-4b1c-8c7e-195988837143,,True,,,,,False,,,False,Hartenberg,,,False,,,False,,False,,,Western Cape,,,False,False,hartenberg,,False,False,,,2026-08-02T12:49:19.421459+00:00,,,https://www.hartenberg.co.za/,False,False,,,,,
Haute Cabrière is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:25:01.630914+00:00,True,False,hemelval-research,,,,False,,False,Pierre Jourdan MCC; Pinot Noir,,,,,False,,25aa2dc3-4a54-4d8d-b937-cc8ac17b8f00,,True,,,,,False,,,False,Haute Cabrière,,,False,,,False,,False,,,Western Cape,,,False,False,haute-cabriere,,False,False,,,2026-08-02T12:49:22.258766+00:00,,,https://www.cabriere.co.za/,False,False,,,,,
"Highgate Estate is situated near Nottingham Road in the KZN Midlands, growing cool-climate varieties at altitude in one of SA's most unusual vineyard sites. The estate's Cabernet Sauvignon is a completely different expression of the variety from what Stellenbosch produces — cool-climate red fruit, herb, and fine tannin, shaped by summer rainfall and high altitude rather than the Cape's Mediterranean winters.",False,,False,False,False,,False,,,2026-08-02T12:36:40.849742+00:00,True,False,hemelval-research,,,,False,,False,Cabernet Sauvignon; Sauvignon Blanc,,,,,False,,4134c5ab-c804-452e-8fc1-5c2486c766c3,,True,,,,,False,,,False,Highgate,,,False,,,False,,False,,,Western Cape,,,False,False,highgate,,False,False,,,2026-08-02T12:49:51.574914+00:00,,,https://www.highgate.co.za/,False,False,,,,,
Holden Manz is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:28:27.242905+00:00,True,False,hemelval-research,,,,False,,False,Big G red blend; Sauvignon Blanc,2010,,,,False,,ce41db05-4b6b-4d63-ba74-f7bd8cb01f62,,True,,,,,False,,,False,Holden Manz,,,False,,,False,,False,,,Western Cape,,,False,False,holden-manz,,False,False,,,2026-08-02T12:49:30.577052+00:00,,,https://www.holdenmanz.com/,False,False,,,,,
Iona is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T11:18:22.762463+00:00,True,False,hemelval-research,,,,False,,False,Sauvignon Blanc; Chardonnay; Pinot Noir,1997,,,,False,,f2c3a03f-690f-4794-af26-492926b79227,,True,,,,,False,,,False,Iona,,,False,,,False,,False,,,Western Cape,,,False,False,iona,,False,False,,,2026-08-02T12:49:06.79132+00:00,,,https://www.iona.co.za/,False,False,,,,,
Jordan Wine Estate is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:28:22.35698+00:00,True,False,hemelval-research,,,,False,,False,Chardonnay; Nine Yards Chenin,1993,,,,False,,71851e7f-89f3-4f0c-80f3-9b0e4648c53c,,True,,,,,False,,,False,Jordan Wine Estate,,,False,,,False,,False,,,Western Cape,,,False,False,jordan,,False,False,,,2026-08-02T12:49:25.04429+00:00,,,https://www.jordanwines.com/,False,False,,,,,
Kaapzicht is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:28:24.200902+00:00,True,False,hemelval-research,,,,False,,False,Shiraz; Pinotage; Chenin,1984,,,,False,,3d130a5b-e50e-45aa-8c95-1488aed4a055,,True,,,,,False,,,False,Kaapzicht,,,False,,,False,,False,,,Western Cape,,,False,False,kaapzicht,,False,False,,,2026-08-02T12:49:26.901416+00:00,,,https://www.kaapzicht.co.za/,False,False,,,,,
Kanonkop is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T11:10:41.898427+00:00,True,False,hemelval-research,,,,False,,False,Pinotage (benchmark); Paul Sauer Bordeaux blend,1680,,,,False,,0972150c-87b5-4ade-8491-06bace80ad1b,,True,,,,,False,,,False,Kanonkop,,,False,,,False,,False,,,Western Cape,,,False,False,kanonkop,,False,False,,,2026-08-02T12:49:03.991768+00:00,,,https://www.kanonkop.co.za/,False,False,,,,,
"Kanu is an estate in the Simonsberg foothills focused on Chenin Blanc and Sauvignon Blanc. Named after the mythical bird that brings good fortune in Xhosa folklore, the estate produces fresh, fruit-forward whites at accessible price points.",False,,False,False,False,,False,,,2026-08-02T12:36:28.733693+00:00,True,False,hemelval-research,,,,False,,False,Kanu Chenin Blanc; Sauvignon Blanc,,,,,False,,a087b832-53bd-43ea-af50-46197e9e27ff,,True,,,,,False,,,False,Kanu,,,False,,,False,,False,,,Western Cape,,,False,False,kanu,,False,False,,,2026-08-02T12:49:38.860463+00:00,,,,False,False,,,,,
Ken Forrester is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T11:18:22.762463+00:00,True,False,hemelval-research,,,,False,,False,Chenin Blanc (The FMC),1689,,,,False,,bcf89d2e-f020-4144-a08c-a6bbfff5afa7,,True,,,,,False,,,False,Ken Forrester,,,False,,,False,,False,,,Western Cape,,,False,False,ken-forrester,,False,False,,,2026-08-02T12:49:05.863493+00:00,,,https://www.kenforresterwines.com/,False,False,,,,,
Klein Constantia is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T11:10:41.898427+00:00,True,False,hemelval-research,,,,False,,False,Vin de Constance; Sauvignon Blanc,1685,,,,False,,fd773e54-6ced-42be-9282-d3135d9df8e2,,True,,,,,False,,,False,Klein Constantia,,,False,,,False,,False,,,Western Cape,,,False,False,klein-constantia,,False,False,,,2026-08-02T12:49:04.319295+00:00,,,https://www.kleinconstantia.com/,False,False,,,,,
"A small Stellenbosch producer crafting honest, good-value Chenin Blanc from estate vineyards. Represents the backbone of SA's mid-market wine industry — the family farms and co-ops that produce dependable everyday wines.",False,,False,False,False,,False,,,2026-08-02T12:36:29.03479+00:00,True,False,hemelval-research,,,,False,,False,Chenin Blanc,,,,,False,,17199d25-9898-492d-a11b-3856624272d9,,True,,,,,False,,,False,Kleine Graniet,,,False,,,False,,False,,,Western Cape,,,False,False,kleine-graniet,,False,False,,,2026-08-02T12:49:39.157517+00:00,,,,False,False,,,,,
Kleine Zalze is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:28:25.12772+00:00,True,False,hemelval-research,,,,False,,False,Vineyard Selection; Chenin Blanc,,,,,False,,121c4c76-1bd2-4f11-9c5a-9c019896a65c,,True,,,,,False,,,False,Kleine Zalze,,,False,,,False,,False,,,Western Cape,,,False,False,kleine-zalze,,False,False,,,2026-08-02T12:49:28.381167+00:00,,,https://www.kleinezalze.co.za/,False,False,,,,,
"Koelenhof is one of Stellenbosch's oldest co-operative cellars, producing reliable value wines from member farmers' fruit. Their Chenin Blanc and dry reds are mainstays of SA supermarket shelves — honest, affordable wines for everyday drinking.",False,,False,False,False,,False,,,2026-08-02T12:36:29.336919+00:00,True,False,hemelval-research,,,,False,,False,Value wines; Chenin Blanc,,,,,False,,52ce1be8-0154-4491-8769-dfbe299ec612,,True,,,,,False,,,False,Koelenhof,,,False,,,False,,False,,,Western Cape,,,False,False,koelenhof,,False,False,,,2026-08-02T12:49:39.476626+00:00,,,,False,False,,,,,
KWV is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:25:02.625121+00:00,True,False,hemelval-research,,,,False,,False,Brandy; Cathedral Cellar; fortified,1918,,,,False,,c11cac97-15d2-4421-b104-bed5a5024e18,,True,,,,,False,,,False,KWV,,,False,,,False,,False,,,Western Cape,,,False,False,kwv,,False,False,,,2026-08-02T12:49:23.499641+00:00,,,https://www.kwv.co.za/,False,False,,,,,
"KWV's Brandy division is legendary in South Africa. KWV has been producing Cape pot-stilled brandy since 1926, making it one of the oldest and most respected brandy houses in the Southern Hemisphere. The brandies are aged in French oak for a minimum of three years, developing complex notes of caramel, dried fruit, walnut, and spice. KWV's 10- and 20-year-old brandies are among the finest spirits produced in Africa.",False,,False,False,False,,False,,,2026-08-02T12:36:38.72875+00:00,True,False,hemelval-research,,,,False,,False,Cape Pot-stilled Brandy,,,,,False,,76b2c8fb-0bcb-43a7-8309-6ae0f8ff93e5,,True,,,,,False,,,False,KWV Brandy,,,False,,,False,,False,,,Western Cape,,,False,False, KWV-brandy,,False,False,,,2026-08-02T12:49:49.060662+00:00,,,,False,False,,,,,
"L'Avenir ('The Future') is a French-owned estate bringing Bordeaux precision to Stellenbosch. Now part of AdVini, the estate is known for its Pinotage (consistently rated among SA's best) and Chenin Blanc, produced from old bush vines on the estate's Simonsberg-stellenbosch vineyards.",False,,False,False,False,,False,,,2026-08-02T12:36:29.642215+00:00,True,False,hemelval-research,,,,False,,False,Pinotage; Chenin Blanc,,,,,False,,26131fee-b56c-457c-bda3-deb3294a2a00,,True,,,,,False,,,False,L'Avenir,,,False,,,False,,False,,,Western Cape,,,False,False,lavenir,,False,False,,,2026-08-02T12:49:39.783776+00:00,,,https://www.lavenirwines.com/,False,False,,,,,
La Motte is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:25:01.94029+00:00,True,False,hemelval-research,,,,False,,False,Pierneef Shiraz; Sauvignon Blanc,1695,,,,False,,1dbe1c18-d364-46a7-971b-b4b22f28f058,,True,,,,,False,,,False,La Motte,,,False,,,False,,False,,,Western Cape,,,False,False,la-motte,,False,False,,,2026-08-02T12:49:22.651155+00:00,,,https://www.la-motte.co.za/,False,False,,,,,
Laborie is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:28:29.450051+00:00,True,False,hemelval-research,,,,False,,False,MCC; Sauvignon Blanc,,,,,False,,b332a079-d713-4067-8cf8-40751fd12f22,,True,,,,,False,,,False,Laborie,,,False,,,False,,False,,,Western Cape,,,False,False,laborie,,False,False,,,2026-08-02T12:49:31.807731+00:00,,,https://www.laboriewines.co.za/,False,False,,,,,
Lammershoek is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:23:36.72788+00:00,True,False,hemelval-research,,,,False,,False,Old-vine Chenin; Syrah; natural wines,,,,,False,,b58ec151-258a-4998-b764-e025f5157417,,True,,,,,False,,,False,Lammershoek,,,False,,,False,,False,,,Western Cape,,,False,False,lammershoek,,False,False,,,2026-08-02T12:49:16.733571+00:00,,,https://www.lammershoek.co.za/,False,False,,,,,
"Langeberg-Garcia is a Klein Karoo co-operative producing simple, fresh wines from one of SA's most arid wine regions. The estate represents the spirit of perseverance — growing grapes in a region where rainfall is scarce and irrigation is essential.",False,,False,False,False,,False,,,2026-08-02T12:36:40.271465+00:00,True,False,hemelval-research,,,,False,,False,Value wines,,,,,False,,022d50c6-ec9c-4ea4-90df-699537fa205b,,True,,,,,False,,,False,Langeberg-Garcia,,,False,,,False,,False,,,Western Cape,,,False,False,langeberg-garcia,,False,False,,,2026-08-02T12:49:50.851492+00:00,,,,False,False,,,,,
Lanzerac is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:28:23.870322+00:00,True,False,hemelval-research,,,,False,,False,Pinotage; Heritage Collection,1692,,,,False,,f7a57a30-a293-42dd-b9cd-a02f92af7410,,True,,,,,False,,,False,Lanzerac,,,False,,,False,,False,,,Western Cape,,,False,False,lanzerac,,False,False,,,2026-08-02T12:49:26.601115+00:00,,,https://www.lanzerac.co.za/,False,False,,,,,
Le Chant is a boutique estate with dramatic mountain views in the Jonkershoek Valley. The estate focuses on small-production Cabernet Sauvignon from carefully managed vineyards on the steep valley slopes.,False,,False,False,False,,False,,,2026-08-02T12:36:29.961841+00:00,True,False,hemelval-research,,,,False,,False,Cabernet Sauvignon,,,,,False,,6876f5e6-17b7-4223-ad10-147b089738a5,,True,,,,,False,,,False,Le Chant,,,False,,,False,,False,,,Western Cape,,,False,False,le-chant,,False,False,,,2026-08-02T12:49:40.075839+00:00,,,,False,False,,,,,
"Le Grand Domaine is a luxury estate near Jonkershoek that combines premium wine production with boutique accommodation. Their Bordeaux-style blends are polished and structured, benefiting from the cool Jonkershoek microclimate.",False,,False,False,False,,False,,,2026-08-02T12:36:30.261676+00:00,True,False,hemelval-research,,,,False,,False,Bordeaux blends,,,,,False,,c84a4ec4-bd6d-4c7a-bde7-4dab9d4a25b7,,True,,,,,False,,,False,Le Grand Domaine,,,False,,,False,,False,,,Western Cape,,,False,False,le-grand-domaine,,False,False,,,2026-08-02T12:49:40.383549+00:00,,,,False,False,,,,,
Le Riche is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:28:22.038866+00:00,True,False,hemelval-research,,,,False,,False,Cabernet Sauvignon,,,,,False,,f9f84d4f-8b34-45d9-84bd-6fdb99352a16,,True,,,,,False,,,False,Le Riche,,,False,,,False,,False,,,Western Cape,,,False,False,le-riche,,False,False,,,2026-08-02T12:49:24.638641+00:00,,,https://www.lerichefamilyvineyards.com/,False,False,,,,,
Leeu Passant is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:25:02.256615+00:00,True,False,hemelval-research,,,,False,,False,Old-vine Cinsault; Chardonnay,,,,,False,,5e78d6b1-fd8c-4db5-a050-a6baf8ecc4b4,,True,,,,,False,,,False,Leeu Passant,,,False,,,False,,False,,,Western Cape,,,False,False,leeu-passant,,False,False,,,2026-08-02T12:49:23.152415+00:00,,,https://www.leewineestate.com/,False,False,,,,,
Lomond is a wine estate in the Western Cape producing wines that reflect the unique terroir of the South African winelands. The estate is committed to quality winemaking and sustainable viticulture practices.,False,,False,False,False,,False,,,2026-08-02T12:29:04.116553+00:00,True,False,hemelval-research,,,,False,,False,Sauvignon Blanc; Merlot,,,,,False,,e3c9834c-54d2-40ac-822d-8f142aeb2649,,True,,,,,False,,,False,Lomond,,,False,,,False,,False,,,Western Cape,,,False,False,lomond,,False,False,,,2026-08-02T12:49:34.256884+00:00,,,https://www.lomond.co.za/,False,False,,,,,
